rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Element <bookmap> can optionally contain element <reltable>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,37
Element <bookmap> can optionally contain one of the following: (one or more of <appendix>) or <appendices>.,['Bookmap'],True,,,rng/ryffineBookmap.rng,"<start>
   <ref name=""bookmap""/>
</start>",rng,,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,38
"Element <bookmap> children must appear in order: <booktitle>, <bookmeta>, <frontmatter>, (one or more of <chapter>), ((one or more of <appendix>) or <appendices>) (optional), <backmatter> (optional), <reltable> (optional).",['Bookmap'],True,,,rng/ryffineBookmap.rng,"<start>
   <ref name=""bookmap""/>
</start>",rng,,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,39
Element <bookmap> must contain element <bookmeta>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,40
Element <bookmap> must contain element <booktitle>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,41
Element <bookmap> must contain element <frontmatter>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,42
Element <bookmap> must contain one or more instances of element <chapter>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,containment_rule,False,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,43
Element <bookmap> uses attribute set 'id-atts'.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,44
Element <bookmap> uses attribute set 'lang-atts'.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,45
Element <bookmeta> can optionally contain element <authorinformation>.,['Bookmap'],True,,"<define name=""bookmeta"">",rng/ryffineBookmap.rng,"<define name=""bookmeta"">
    <element name=""bookmeta"">
      <optional>
        <ref name=""authorinformation""/>
      </optional>
      <optional>
        <ref name=""publisherinformation""/>
      </optional>
      <optional>
        <ref name=""bookid""/>
      </optional>
      <optional>
        <ref name=""bookrights""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmeta"" missing required attribute ""(.+?)""', 'element ""bookmeta"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmeta"" incomplete; missing required element ""(.+?)""', 'element ""bookmeta"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,46
Element <bookmeta> can optionally contain element <bookid>.,['Bookmap'],True,,"<define name=""bookmeta"">",rng/ryffineBookmap.rng,"<define name=""bookmeta"">
    <element name=""bookmeta"">
      <optional>
        <ref name=""authorinformation""/>
      </optional>
      <optional>
        <ref name=""publisherinformation""/>
      </optional>
      <optional>
        <ref name=""bookid""/>
      </optional>
      <optional>
        <ref name=""bookrights""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmeta"" missing required attribute ""(.+?)""', 'element ""bookmeta"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmeta"" incomplete; missing required element ""(.+?)""', 'element ""bookmeta"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,47
Element <bookmeta> can optionally contain element <bookrights>.,['Bookmap'],True,,"<define name=""bookmeta"">",rng/ryffineBookmap.rng,"<define name=""bookmeta"">
    <element name=""bookmeta"">
      <optional>
        <ref name=""authorinformation""/>
      </optional>
      <optional>
        <ref name=""publisherinformation""/>
      </optional>
      <optional>
        <ref name=""bookid""/>
      </optional>
      <optional>
        <ref name=""bookrights""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmeta"" missing required attribute ""(.+?)""', 'element ""bookmeta"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmeta"" incomplete; missing required element ""(.+?)""', 'element ""bookmeta"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,48
Element <bookmeta> can optionally contain element <publisherinformation>.,['Bookmap'],True,,"<define name=""bookmeta"">",rng/ryffineBookmap.rng,"<define name=""bookmeta"">
    <element name=""bookmeta"">
      <optional>
        <ref name=""authorinformation""/>
      </optional>
      <optional>
        <ref name=""publisherinformation""/>
      </optional>
      <optional>
        <ref name=""bookid""/>
      </optional>
      <optional>
        <ref name=""bookrights""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmeta"" missing required attribute ""(.+?)""', 'element ""bookmeta"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmeta"" incomplete; missing required element ""(.+?)""', 'element ""bookmeta"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,49
